,College Name,GPA,Verbal,Quants,Writing
3620,"University Of Missouri, Columbia",2.93,150.0,157.0,4.5
3621,Portland State University,3.6,148.0,146.0,4.0
3622,University Of Pennsylvania (UPenn),3.3,163.0,161.0,4.0
3623,University Of Notre Dame,3.94,168.0,169.0,5.5
3624,University Of Central Florida (UCF),3.58,154.0,147.0,4.5
3625,University Of Central Florida (UCF),3.71,158.0,154.0,4.0
3626,West Chester University,3.99,150.0,147.0,4.0
3627,University Of The District Of Columbia,3.4,154.0,157.0,4.0
3628,University Of Central Florida (UCF),3.65,153.0,146.0,5.0
3629,"University Of Washington, Seattle (UW)",3.77,162.0,157.0,5.0
3630,"University Of Michigan, Ann Arbor (UMich)",3.35,170.0,161.0,4.0
3631,University Of Missouri,3.78,169.0,167.0,6.0
3632,"University Of Minnesota, Twin Cities (UMN)",3.3,158.0,161.0,4.5
3633,West Chester University,3.82,150.0,152.0,4.5
3634,"University Of Illinois, Urbana-Champaign (UIUC)",3.74,157.0,150.0,4.5
3635,"University Of Minnesota, Twin Cities (UMN)",3.76,165.0,167.0,5.5
3636,Arizona State University (ASU),3.83,151.0,149.0,4.0
3637,University Of Central Florida (UCF),3.62,154.0,148.0,4.0
3638,University Of Pittsburgh,3.5,148.0,160.0,3.0
3639,Wichita State University,3.71,158.0,154.0,4.0
3640,La Salle University,3.82,150.0,152.0,4.5
3641,Wayne State University,3.56,148.0,150.0,4.0
3642,Arizona State University (ASU),3.4,163.0,146.0,4.0
3643,New York University (NYU),3.9,169.0,159.0,5.0
3644,Ohio State University (OSU),3.78,159.0,170.0,4.0
3645,Oregon State University,3.0,150.0,153.0,4.0
3646,"Ohio University, Athens",3.45,150.0,157.0,4.0
3647,New York University (NYU),3.43,164.0,147.0,4.5
3648,Rutgers University,3.97,161.0,164.0,4.0
3649,University Of Pennsylvania (UPenn),3.97,161.0,164.0,4.0
3650,Armstrong Atlantic State University,3.27,153.0,152.0,4.0
3651,Edinboro University,3.33,152.0,145.0,4.5
3652,University Of Akron,3.66,153.0,152.0,4.5
3653,Truman State University,3.41,155.0,151.0,3.5
3654,"University Of California, Santa Barbara (UCSB)",3.91,156.0,167.0,3.5
3655,Worcester State University,3.6,149.0,149.0,3.5
3656,North Caroline State University (NCSU),3.6,158.0,167.0,4.0
3657,Miami University,3.76,155.0,150.0,4.0
3658,University College London,3.73,162.0,168.0,4.0
3659,University Of Rhode Island,3.8,150.0,149.0,4.5
3660,"MPSTME, NMIMS University",3.26,155.0,164.0,3.5
3661,Arizona State University (ASU),3.3,162.0,162.0,4.0
3662,"University Of Florida, Gainesville (UFL)",4.0,160.0,159.0,4.0
3663,"University Of Illinois, Urbana-Champaign (UIUC)",3.87,156.0,153.0,5.0
3664,Portland State University,3.56,156.0,143.0,4.0
3665,Central Michigan University,3.8,151.0,149.0,4.0
3666,"University Of California, Berkeley (UCB)",3.88,155.0,165.0,5.0
3667,University Of South Carolina,3.63,153.0,152.0,4.5
3668,SUNY Buffalo,3.6,165.0,143.0,3.5
3669,Seton Hall University,3.7,154.0,149.0,4.0
3670,New York University (NYU),3.3,154.0,167.0,4.5
3671,"University Of Hawaii, Manoa",3.7,151.0,149.0,4.0
3672,Chapman University,3.92,155.0,148.0,4.5
3673,University Of Redlands,3.92,155.0,148.0,4.5
3674,Emory University,2.8,156.0,163.0,4.0
3675,"University Of Michigan, Ann Arbor (UMich)",3.99,157.0,168.0,4.0
3676,Stanford University,3.99,157.0,168.0,4.0
3677,Thomas Jefferson University,3.65,166.0,160.0,4.0
3678,Harvard University,3.98,164.0,167.0,5.5
3679,Portland State University,3.5,166.0,151.0,4.5
3680,University Of Georgia,3.17,158.0,157.0,4.5
3681,"Johns Hopkins University, School Of Advanced International Studies, Bologna Center",3.17,158.0,157.0,4.5
3682,Columbia University,3.17,158.0,157.0,4.5
3683,"Lyndon B. Johnson School Of Public Affairs, University Of Texas, Austin",3.17,158.0,157.0,4.5
3684,"University Of Souther California, Sol Price School Of Public Policy",3.17,158.0,157.0,4.5
3685,San Diego State University (SDSU),3.6,165.0,159.0,5.0
3686,University Of Cincinnati,3.3,157.0,166.0,4.0
3687,Clarkson University,3.02,137.0,165.0,2.5
3688,San Diego State University (SDSU),2.71,157.0,164.0,3.5
3689,"California State University, Northridge",3.9,165.0,154.0,4.0
3690,George Mason University (GMU),3.7,170.0,162.0,4.0
3691,Nothwestern University,3.67,148.0,165.0,3.0
3692,Bowling Green State University,3.48,150.0,156.0,4.0
3693,Georgia State University (GSU),3.34,149.0,149.0,4.0
3694,North Caroline State University (NCSU),3.55,157.0,165.0,3.0
3695,Valdosta State University,3.65,153.0,147.0,4.5
3696,"Texas A&M University, College Station (TAMU)",3.55,157.0,165.0,3.0
3697,University Of Texas - Houston Health Science Center,3.12,159.0,147.0,6.0
3698,North Caroline State University (NCSU),3.21,156.0,155.0,4.0
3699,Missouri University Of Science And Technology,3.43,154.0,162.0,3.0
3700,Lehigh University,3.21,156.0,155.0,4.0
3701,"University Of Texas, Austin (UT Austin)",3.8,160.0,168.0,4.0
3702,Jackson State University,2.77,152.0,151.0,3.5
3703,Arizona State University (ASU),3.2,155.0,168.0,3.0
3704,University Of Houston,3.6,160.0,152.0,5.0
3705,University Of Southern California (USC),3.4,145.0,161.0,3.0
3706,UBC Okanagan,3.9,165.0,161.0,5.5
3707,Arizona State University (ASU),3.85,147.0,164.0,4.5
3708,Arizona State University (ASU),3.6,161.0,165.0,4.0
3709,"University Of Minnesota, Twin Cities (UMN)",3.4,160.0,164.0,4.5
3710,California State University San Jose,3.2,160.0,152.0,3.5
3711,Texas Tech University,3.6,153.0,151.0,4.0
3712,San Diego State University (SDSU),2.95,151.0,160.0,4.5
3713,University Of Southern California (USC),3.82,151.0,158.0,4.0
3714,East Carolina University,3.9,150.0,150.0,3.0
3715,Johns Hopkins University (JHU),3.2,160.0,170.0,4.5
3716,George Washington University (GWU),3.49,158.0,157.0,4.0
3717,Arizona State University (ASU),2.7,150.0,140.0,4.0
3718,"University Of Florida, Gainesville (UFL)",3.1,144.0,166.0,3.0
3719,"University Of Washington, Seattle (UW)",3.36,154.0,154.0,4.5
3720,"Ohio University, Athens",3.99,161.0,151.0,5.5
3721,"University Of California, Irvine (UCI)",3.7,160.0,163.0,4.5
3722,Pennsylvania State University (Penn State),3.7,158.0,163.0,3.0
3723,Texas Tech University,3.63,152.0,168.0,3.0
3724,Texas Tech University,3.91,156.0,165.0,3.0
3725,"University Of Minnesota, Twin Cities (UMN)",3.73,153.0,170.0,3.5
3726,Worcester State University,2.76,148.0,160.0,4.0
3727,"University Of Hawaii, Manoa",3.5,162.0,156.0,5.5
3728,University Of Miami,3.1,155.0,146.0,4.0
3729,Northeastern University,3.6,165.0,156.0,3.5
3730,University Of New Mexico,3.9,145.0,156.0,4.0
3731,"Eastern Ky Universty, Murray State, App State",3.6,156.0,147.0,4.0
3732,"UNC- Chapel Hill, University Of Virginia, JMU, Northwestern, Boston U, Emerson",3.98,166.0,161.0,4.5
3733,University Of Pennsylvania (UPenn),3.61,159.0,170.0,4.0
3734,Texas State University,3.3,162.0,168.0,3.5
3735,Columbia University,3.2,147.0,163.0,2.5
3736,"University Of Minnesota, Twin Cities (UMN)",3.3,158.0,161.0,4.5
3737,"University Of California, San Diego (UCSD)",3.51,157.0,163.0,4.5
3738,George Mason University (GMU),3.97,158.0,150.0,5.0
3739,Syracuse University,3.71,152.0,160.0,3.0
3740,Seton Hall University,3.72,150.0,153.0,4.0
3741,"University Of Illinois, Urbana-Champaign (UIUC)",3.34,149.0,167.0,3.0
3742,University Of Pennsylvania (UPenn),3.3,155.0,163.0,3.5
3743,"University Of California, Los Angeles (UCLA)",3.8,156.0,167.0,3.5
3744,"University Of Florida, Gainesville (UFL)",3.7,155.0,163.0,4.0
3745,University Of New Hampshire,3.38,149.0,153.0,3.0
3746,"University Of Maryland, College Park (UMD)",3.07,152.0,159.0,4.5
3747,"California State University, Fullerton",3.81,152.0,152.0,4.0
3748,"University Of Wisconsin, Madison",2.89,155.0,170.0,4.5
3749,Kean University,3.7,159.0,148.0,3.5
3750,Kean University,3.7,159.0,148.0,3.5
3751,Columbia University,3.73,161.0,170.0,4.5
3752,Columbia University,3.8,166.0,157.0,4.0
3753,"University Of Michigan, Ann Arbor (UMich)",3.43,166.0,159.0,4.5
3754,Adelphi University,3.73,153.0,147.0,4.5
3755,"University Of California, Davis (UCD)",3.92,164.0,164.0,4.5
3756,University Of Cincinnati,3.11,148.0,155.0,3.0
3757,"University Of Texas, Dallas (UT Dallas)",3.66,151.0,166.0,4.5
3758,Arizona State University (ASU),3.66,151.0,166.0,4.5
3759,Ohio State University (OSU),3.66,151.0,166.0,4.5
3760,"University Of Illinois, Urbana-Champaign (UIUC)",3.72,148.0,161.0,3.0
3761,Cornell University,3.66,151.0,166.0,4.5
3762,Columbia University,3.0,160.0,168.0,3.5
3763,Ball State University,3.37,154.0,154.0,4.0
3764,"Texas A&M University, College Station (TAMU)",3.65,162.0,147.0,3.0
3765,University Of Mississippi,4.0,143.0,141.0,4.5
3766,Armstrong Atlantic State University,3.9,150.0,155.0,4.5
3767,"University Of Washington, Seattle (UW)",4.0,169.0,158.0,5.0
3768,Columbia University,3.7,142.0,168.0,3.0
3769,San Diego State University (SDSU),4.0,157.0,148.0,4.5
3770,University Of South Florida (USF),3.9,150.0,151.0,4.5
3771,University Of Central Florida (UCF),3.9,150.0,151.0,4.5
3772,Columbia University,3.98,160.0,162.0,5.0
3773,Valdosta State University,3.65,146.0,153.0,5.0
3774,"University Of Maryland, College Park (UMD)",3.64,160.0,167.0,5.0
3775,"University Of Florida, Gainesville (UFL)",3.75,155.0,155.0,4.5
3776,Drexel University,3.3,160.0,163.0,4.5
3777,Oklahoma State University,3.47,149.0,148.0,4.0
3778,University Of Kansas,3.04,154.0,164.0,4.0
3779,New York University (NYU),3.04,154.0,164.0,4.0
3780,"University Of Maryland, College Park (UMD)",3.97,165.0,167.0,5.0
3781,NOVA Southeastern University,3.78,162.0,155.0,4.0
3782,"University Of California, Irvine (UCI)",3.48,157.0,157.0,4.0
3783,Technical University Of Denmark,3.0,161.0,164.0,3.0
3784,"Texas A&M University, College Station (TAMU)",3.4,162.0,164.0,4.0
3785,"University Of Texas, Austin (UT Austin)",3.8,155.0,162.0,4.5
3786,University Of Georgia,3.78,157.0,152.0,5.0
3787,"University Of California, Riverside (UCR)",3.4,159.0,158.0,4.0
3788,Valdosta State University,3.87,153.0,150.0,4.5
3789,Columbia University,3.9,162.0,166.0,5.0
3790,Carnegie Mellon University (CMU),3.8,170.0,168.0,5.0
3791,Northeastern University,3.92,154.0,148.0,4.0
3792,Montclair State University,3.94,155.0,153.0,4.0
3793,San Francisco State University (SFSU),3.38,145.0,150.0,3.0
3794,Columbia University,3.43,169.0,170.0,6.0
3795,University Of Cincinnati,3.5,157.0,157.0,4.0
3796,Kean University,3.82,152.0,152.0,4.0
3797,University Of British Columbia,2.88,155.0,166.0,3.0
3798,Kean University,3.82,152.0,152.0,4.5
3799,Stanford University,3.43,169.0,170.0,6.0
3800,Northeastern University,3.84,154.0,153.0,4.5
3801,Eastern Michigan University,3.71,157.0,147.0,4.0
3802,Kean University,3.63,154.0,163.0,5.0
3803,Eastern Michigan University,3.78,144.0,153.0,5.0
3804,University Of Arizona,3.3,162.0,162.0,3.5
3805,University Of Southern California (USC),3.81,146.0,168.0,2.5
3806,University Of Southern California (USC),3.3,157.0,158.0,3.0
3807,Western Carolina University,3.4,154.0,148.0,5.0
3808,Kean University,3.7,150.0,153.0,4.5
3809,Valdosta State University,3.4,147.0,152.0,3.5
3810,Kean University,3.5,160.0,152.0,5.0
3811,Kean University,3.89,162.0,153.0,4.5
3812,Kean University,3.1,159.0,151.0,4.5
3813,St. Johns University,3.9,149.0,158.0,3.5
3814,Adelphi University,3.9,149.0,158.0,3.5
3815,CSUN,3.4,162.0,155.0,5.5
3816,Kean University,3.94,155.0,153.0,4.0
3817,San Francisco State University (SFSU),3.8,150.0,155.0,4.5
3818,"University Of Michigan, Ann Arbor (UMich)",3.8,159.0,164.0,4.0
3819,"University Of California, Irvine (UCI)",3.5,150.0,160.0,3.5
3820,Adelphi University,3.7,151.0,152.0,4.0
3821,Valdosta State University,3.8,152.0,150.0,5.0
3822,Boston University (BU),3.43,166.0,159.0,4.5
3823,Syracuse University,3.4,159.0,162.0,4.5
3824,Duke University,3.5,160.0,163.0,4.5
3825,Northeastern University,3.7,156.0,166.0,3.5
3826,Simon Fraser University (SFU),3.8,165.0,162.0,3.5
3827,University Of Hawaii,3.67,161.0,145.0,4.5
3828,"University Of California, Los Angeles (UCLA)",3.8,155.0,165.0,4.5
3829,"University Of Michigan, Ann Arbor (UMich)",3.3,161.0,170.0,3.5
3830,Northeastern University,3.2,143.0,170.0,2.5
3831,George Mason University (GMU),3.0,148.0,165.0,3.0
3832,James Madison University,3.84,152.0,156.0,4.5
3833,St. Xavier University,3.92,155.0,151.0,4.5
3834,"University Of California, Los Angeles (UCLA)",3.81,160.0,155.0,5.0
3835,Georgetown University,3.9,168.0,156.0,5.5
3836,Appalachian State University,3.75,159.0,151.0,4.5
3837,"University Of North Carolina, Wilmington",3.42,152.0,151.0,4.5
3838,University College London,3.87,161.0,148.0,5.5
3839,Carnegie Mellon University (CMU),2.9,153.0,150.0,4.0
3840,University Of Houston,3.93,169.0,156.0,5.0
3841,Seton Hall University,3.5,152.0,151.0,4.0
3842,"University Of Maryland, College Park (UMD)",3.9,168.0,156.0,5.5
3843,McGill Unviversity,3.65,162.0,162.0,4.5
3844,Aalto University,4.0,157.0,160.0,4.0
3845,Ohio State University (OSU),3.44,162.0,170.0,5.0
3846,"University Of California, Irvine (UCI)",3.8,156.0,169.0,4.0
3847,Case Western Reserve University (CWRU),3.59,152.0,164.0,3.0
3848,"University Of Michigan, Ann Arbor (UMich)",3.82,155.0,170.0,4.0
3849,"University Of Michigan, Ann Arbor (UMich)",3.78,157.0,169.0,3.5
3850,University Of Wyoming,3.8,162.0,156.0,4.5
3851,University Of Montana,3.8,162.0,156.0,4.5
3852,University Of Cincinnati,3.5,153.0,153.0,3.5
3853,Eastern Washington University,3.8,162.0,156.0,4.5
3854,Fort Hays State University,3.41,160.0,153.0,3.0
3855,Arizona State University (ASU),3.1,151.0,156.0,3.0
3856,"University Of California, Santa Barbara (UCSB)",3.51,153.0,167.0,3.5
3857,"University Of Massachusetts, Amherst (UMass)",3.5,152.0,159.0,4.0
3858,"University Of California, San Diego (UCSD)",3.79,150.0,170.0,3.0
3859,Idaho State University,4.0,166.0,160.0,4.5
3860,Idaho State University,3.66,168.0,158.0,4.5
3861,New York University (NYU),3.1,160.0,139.0,3.5
3862,"University Of Michigan, Ann Arbor (UMich)",3.75,160.0,160.0,4.0
3863,University Of Cincinnati,3.5,153.0,151.0,3.5
3864,Emporia State University,3.65,154.0,153.0,4.0
3865,Florida State University (FSU),3.61,161.0,148.0,5.0
3866,University Of British Columbia (UBC),3.8,142.0,165.0,2.5
3867,University Of Alberta,3.8,142.0,165.0,2.5
3868,University Of Southern California (USC),3.55,151.0,164.0,3.5
3869,Columbia University,3.2,142.0,165.0,3.5
3870,Boston University (BU),3.4,160.0,159.0,4.5
3871,Columbia University,3.7,167.0,167.0,4.5
3872,"University Of Illinois, Urbana-Champaign (UIUC)",3.91,165.0,155.0,4.5
3873,Columbia University,3.5,165.0,161.0,3.5
3874,University Of Southern California (USC),3.63,158.0,166.0,4.0
3875,"University Of Illinois, Urbana-Champaign (UIUC)",3.89,159.0,170.0,5.0
3876,"University Of Washington, Seattle (UW)",3.89,159.0,170.0,5.0
3877,University Of Southern California (USC),3.89,159.0,170.0,5.0
3878,"University Of California, Los Angeles (UCLA)",3.8,154.0,166.0,3.0
3879,Iowa State University (ISU),3.0,151.0,168.0,3.0
3880,University Of British Columbia (UBC),3.67,162.0,170.0,5.0
3881,North Caroline State University (NCSU),3.93,165.0,159.0,3.5
3882,Grand Valley State University,3.88,162.0,152.0,5.5
3883,SUNY Buffalo,3.2,157.0,158.0,4.5
3884,Texas State University,4.0,151.0,151.0,3.5
3885,University Of Northern Colorado,4.0,166.0,160.0,4.5
3886,"University Of California, Los Angeles (UCLA)",3.7,170.0,170.0,3.5
3887,University Of South Florida (USF),3.9,167.0,155.0,5.5
3888,University College London,3.6,165.0,166.0,3.5
3889,"University Of Wisconsin, Milwaukee",3.96,150.0,152.0,3.5
3890,West Virginia University,3.53,157.0,154.0,4.5
3891,University Of Waterloo,3.27,161.0,155.0,3.0
3892,Columbia University,3.71,157.0,154.0,4.0
3893,San Francisco State University (SFSU),3.88,150.0,153.0,4.0
3894,University Of Calgary,3.9,152.0,147.0,6.0
3895,"University Of California, Los Angeles (UCLA)",4.0,152.0,163.0,4.5
3896,"University Of California, San Diego (UCSD)",3.88,152.0,164.0,2.5
3897,Georgetown University,3.57,169.0,160.0,4.5
3898,North Caroline State University (NCSU),3.43,151.0,166.0,3.5
3899,University Of Southern California (USC),3.4,155.0,168.0,3.5
3900,Grand Valley State University,2.77,152.0,151.0,3.5
3901,"University Of California, Los Angeles (UCLA)",3.34,149.0,167.0,3.0
3902,Grand Valley State University,3.8,152.0,150.0,5.0
3903,Cornell University,3.66,153.0,163.0,3.5
3904,University Of South Alabama,3.88,155.0,145.0,4.0
3905,New York University (NYU),3.43,153.0,157.0,3.0
3906,University Of Louisville,3.6,164.0,150.0,4.0
3907,"University Of Texas, Arlington",2.67,156.0,157.0,4.0
3908,SUNY Buffalo,3.0,160.0,168.0,3.5
3909,"Ohio University, Athens",3.74,161.0,158.0,4.0
3910,Texas State University,4.0,160.0,147.0,5.0
3911,SUNY Stony Brook,3.6,159.0,166.0,4.5
3912,SUNY Stony Brook,3.42,152.0,167.0,3.5
3913,Oregon State University,3.6,154.0,168.0,3.0
3914,Texas State University,3.55,150.0,153.0,3.5
3915,"Indiana University, Bloomington",3.8,153.0,164.0,4.5
3916,Rutgers University,3.2,151.0,168.0,3.5
3917,Montclair State University,3.37,150.0,150.0,4.0
3918,San Francisco State University (SFSU),3.8,153.0,155.0,4.0
3919,"University Of Washington, Seattle (UW)",3.57,169.0,160.0,4.5
3920,Montclair State University,3.63,154.0,163.0,5.0
3921,Iowa State University (ISU),3.8,154.0,167.0,3.5
3922,"University Of Illinois, Chicago (UIC)",3.49,157.0,163.0,4.0
3923,University Of Kansas,3.49,161.0,152.0,4.0
3924,Cornell University,3.61,159.0,170.0,4.0
3925,Western Kentucky University,4.0,165.0,149.0,4.0
3926,"University Of California, Los Angeles (UCLA)",3.5,165.0,170.0,5.5
3927,Montclair State University,3.55,152.0,158.0,4.0
3928,Duke University,3.25,159.0,168.0,4.5
3929,Florida Gulf Coast University,3.7,150.0,150.0,6.0
3930,Montclair State University,3.72,150.0,153.0,4.0
3931,Columbia University,3.4,166.0,163.0,5.5
3932,Arizona State University (ASU),3.4,158.0,162.0,3.5
3933,North Caroline State University (NCSU),3.4,158.0,162.0,3.5
3934,University Of West Georgia,3.75,159.0,151.0,4.5
3935,Montclair State University,3.72,150.0,153.0,4.0
3936,Fordham University,3.3,150.0,166.0,3.5
3937,Montclair State University,3.97,161.0,155.0,4.0
3938,University Of Mississippi,3.8,152.0,150.0,5.0
3939,"University Of California, Irvine (UCI)",3.64,151.0,160.0,3.5
3940,"University Of Michigan, Ann Arbor (UMich)",3.4,162.0,164.0,4.0
3941,Montclair State University,3.94,155.0,153.0,4.0
3942,Purdue University,3.9,157.0,170.0,4.5
3943,Purdue University,3.9,170.0,157.0,4.5
3944,Columbia University,3.52,158.0,163.0,3.0
3945,Tufts University,3.28,164.0,166.0,4.5
3946,"Texas A&M University, College Station (TAMU)",3.73,154.0,166.0,3.5
3947,"University Of California, Davis (UCD)",3.75,165.0,160.0,4.5
